dealer,city,model,sales,date
Albion,Cherkasy,CPH-2000,40748.32,2008
Albion,Cherkasy,3S-4000F,73479.44,2009
Albion,Cherkasy,CPH-2000,50515.59,2012
Albion,Cherkasy,CPH-2000,46974.85,2012
Albion,Cherkasy,PD8070,29437.2,2008
Albion,Cherkasy,NTA3510,94956.06,2008
Albion,Cherkasy,CPH-2000,42647.4,2009
Albion,Cherkasy,YP4025A,185399.28,2015
Albion,Cherkasy,YP825A,31534.22,2014
Albion,Cherkasy,YP825A,31534.22,2014
Amaco,Cherkasy,3S4000HDF,88538.78,2008
Amaco,Cherkasy,3S4000HDF,88538.78,2008
Amaco,Cherkasy,3S4000HDF,88538.78,2008
Amaco,Cherkasy,3S4000HDF,88538.78,2008
Amaco,Cherkasy,3S4000HDF,88538.78,2008
Amaco,Cherkasy,3S4000HDF,88538.78,2008
Amaco,Cherkasy,3S4000HDF,88538.78,2008
Amaco,Cherkasy,CPH-2000,48472.44,2011
Amaco,Cherkasy,2SF30,53974.32,2011
Amaco,Cherkasy,2SF30,53974.32,2011
Amaco,Cherkasy,2SF30,53974.32,2011
Amaco,Cherkasy,CPH-2000,47729.2,2011
Amaco,Cherkasy,PD8070,33608.53,2012
Amaco,Cherkasy,3S-4000F,80228.58,2012
Amaco,Cherkasy,CPH-2000,51310.99,2012
Amaco,Cherkasy,PD8070,33676.01,2013
Amaco,Cherkasy,PFH-2000,52871.57,2013
Amaco,Cherkasy,PFH-2000,52871.57,2013
Amaco,Cherkasy,2SF30,61512.72,2014
Amaco,Cherkasy,YP1630F,100299.08,2014
Amaco,Cherkasy,PFH-2000,54891.62,2014
Amaco,Cherkasy,PFH-2000,54891.62,2014
Agroresurs,Cherkasy,PD8070,30304.88,2011
Agroresurs,Cherkasy,CPH-2000,49783.48,2012
Agroresurs,Cherkasy,NTA3510,133900.3,2012
Agroresurs,Cherkasy,PD8070,30830.15,2012
Agroresurs,Cherkasy,YP1630F,88007.4,2013
Agroresurs,Cherkasy,YP1630F,88007.4,2013
Agroresurs,Cherkasy,YP825A,33160.88,2013
Agroresurs,Cherkasy,YP825A,33160.88,2013
Agroresurs,Cherkasy,YP825A,33160.88,2013
Agroresurs,Cherkasy,CPH-1500,40980.88,2013
Agroresurs,Cherkasy,FH6851HD,19141.6,2014
GPU,Cherkasy,3S4000HDF,75427.64,2009
GPU,Cherkasy,1300F,17008.64,2011
GPU,Cherkasy,NP1540AA,35884.8,2014
GPU,Cherkasy,NP1540AA,41094.4,2015
Technotorg,Cherkasy,1300F,18454.92,2015
Novofarm,Cherkasy,FH6851HD," 17,793.60 ",2014
Eridon,Cherkasy,CPH-1500,38757.96,2010
Eridon,Cherkasy,8336FCC,30270.88,2011
Eridon,Cherkasy,8336FCC,32514.88,2011
Eridon,Cherkasy,3S-4000F,77517.28,2011
Eridon,Cherkasy,3S-4000F,77517.28,2011
Eridon,Cherkasy,CPH-1500,37783.68,2011
Eridon,Cherkasy,PD8070,31241.78,2011
Eridon,Cherkasy,PD8070,31241.78,2011
Eridon,Cherkasy,PD8070,31241.78,2011
Eridon,Cherkasy,PD8070,31241.78,2011
Eridon,Cherkasy,CPH-2000,50503.72,2012
Eridon,Cherkasy,3S-3000F,62169.02,2012
Eridon,Cherkasy,CPH-2000,47700.9,2012
Eridon,Cherkasy,YP1630F,90067.36,2013
Eridon,Cherkasy,YP1630F,88907.28,2013
Eridon,Cherkasy,CPH-1500,40151.1,2014
Eridon,Cherkasy,YP825A,32830.38,2014
Eridon,Cherkasy,CPH-1500,40143.18,2014
Eridon,Cherkasy,CPH-1500,44092.6,2014
Eridon,Cherkasy,CPH-1500,44092.6,2014
GPU,Chernihiv,NTA907HD,90014.7,2010
GPU,Chernihiv,3000TM,49672.35,2013
Technotorg,Chernihiv,PD8070,31929.48,2014
Technotorg,Chernihiv,YP825A,32830.38,2014
Albion,Chernihiv,CPH-2000,46974.85,2012
Albion,Chernihiv,CPH-2000,46974.85,2012
Albion,Chernihiv,CPH-2000,49051.37,2014
Albion,Chernihiv,NTA3510,94956.06,2008
Albion,Chernihiv,YP2425F,113163.05,2012
Albion,Chernihiv,PD8070,30768.33,2011
Albion,Chernihiv,PD8070,32982.76,2012
Albion,Chernihiv,YP4025F,93616.15,2011
Albion,Chernihiv,YP1630F,90254.36,2014
Albion,Chernihiv,NTA3510,94956.06,2008
Albion,Chernihiv,YP4025F,86139.7,2010
Albion,Chernihiv,NTA3510,94956.06,2008
Amaco,Chernihiv,NTA907,92096.48,2011
Amaco,Chernihiv,3S-4000F,71996.36,2011
Amaco,Chernihiv,3S-3000F,63172.25,2012
Amaco,Chernihiv,3S-4000F,86626.18,2012
Amaco,Chernihiv,PFH-2000,52871.57,2013
Amaco,Chernihiv,3S-3000F,63826.87,2013
Amaco,Chernihiv,3S-3000F,63826.87,2013
Amaco,Chernihiv,3S-3000F,63826.87,2013
Amaco,Chernihiv,2SF30,58653.81,2013
Amaco,Chernihiv,3S-4000F,88358.47,2014
Agroresurs,Chernihiv,PD8070,29437.2,2010
Agroresurs,Chernihiv,PD8070,30830.15,2012
Agroresurs,Chernihiv,PD8070,30830.15,2012
Agroresurs,Chernihiv,2SF24,47845.7,2013
Agroresurs,Chernihiv,PD8070,32253.08,2013
Eridon,Chernihiv,PFH-2000,48403.55,2012
Albion,Chernivtsi,CPH-2000,40748.32,2008
Albion,Chernivtsi,8544FC,37749.52,2009
Albion,Chernivtsi,CPH-2000,47587.15,2013
Albion,Chernivtsi,CPH-2000,47587.15,2013
Amaco,Chernivtsi,NTA3510,132522.38,2008
Amaco,Chernivtsi,NTA907,90895.98,2011
GPU,Chernivtsi,3000TM,54531.18,2015
Albion,Crimea,8544FC,35691.16,2008
Albion,Crimea,8544FCC,45111.95,2012
Albion,Crimea,3329DH,35007.7,2011
Albion,Crimea,3S-4000F,69277.72,2010
Albion,Crimea,NTA3510,94956.06,2008
Albion,Crimea,NTA3510,94956.06,2008
Amaco,Crimea,3S4000HDF,88538.78,2008
Amaco,Crimea,3S4000HDF,88538.78,2008
Amaco,Crimea,CPH-2000,49142.92,2011
Amaco,Crimea,CTA4000,118900.25,2012
Amaco,Crimea,CTA4000,118900.25,2012
Agroresurs,Crimea,CPH-2000,46961.48,2010
Agroresurs,Crimea,CPH-2000,46961.48,2010
Agroresurs,Crimea,CPH-2000,46961.48,2010
Agroresurs,Crimea,CPH-2000,49783.48,2012
Agroresurs,Crimea,NTA907,108183.24,2012
Albion,Dnipropetrovsk,CPH-2000,40748.32,2008
Albion,Dnipropetrovsk,CPH-2000,40748.32,2008
Albion,Dnipropetrovsk,CPH-2000,40748.32,2008
Albion,Dnipropetrovsk,CPH-2000,40748.32,2008
Albion,Dnipropetrovsk,CPH-2000,47385.8,2009
Albion,Dnipropetrovsk,CPH-2000,40748.32,2008
Albion,Dnipropetrovsk,CPH-2000,47587.15,2012
Albion,Dnipropetrovsk,TSF-1090,33154.76,2008
Albion,Dnipropetrovsk,PD8070,29437.2,2008
Albion,Dnipropetrovsk,3S4000HDF,63429.72,2008
Albion,Dnipropetrovsk,NTA3510,110610.7,2009
Albion,Dnipropetrovsk,CPH-1500,39172.9,2012
Albion,Dnipropetrovsk,8544FC,46176.08,2009
Albion,Dnipropetrovsk,8544FC,42557.8,2009
Albion,Dnipropetrovsk,8544FC,42557.8,2009
Albion,Dnipropetrovsk,8544FC,44663.08,2009
Albion,Dnipropetrovsk,8544FC,40485.84,2010
Albion,Dnipropetrovsk,8544FC,40485.84,2010
Albion,Dnipropetrovsk,8544FC,40485.84,2010
Albion,Dnipropetrovsk,8544FC,40485.84,2010
Albion,Dnipropetrovsk,8544FCC,43200.4,2011
Albion,Dnipropetrovsk,8539FCC,39004.55,2011
Albion,Dnipropetrovsk,8539FCC,41829.45,2011
Albion,Dnipropetrovsk,8539FCC,41829.45,2011
Albion,Dnipropetrovsk,8539FCC,41829.45,2011
Albion,Dnipropetrovsk,8544FCC,45111.95,2012
Albion,Dnipropetrovsk,8544FCC,45111.95,2012
Albion,Dnipropetrovsk,CPH-2000,48333.72,2010
Albion,Dnipropetrovsk,CPH-2000,48333.72,2010
Albion,Dnipropetrovsk,CPH-2000,48333.72,2010
Albion,Dnipropetrovsk,CPH-2000,48333.72,2010
Albion,Dnipropetrovsk,CPH-2000,49783.48,2011
Albion,Dnipropetrovsk,CPH-2000,49783.48,2011
Albion,Dnipropetrovsk,CPH-2000,47587.15,2011
Albion,Dnipropetrovsk,CPH-2000,47587.15,2011
Albion,Dnipropetrovsk,CPH-2000,50515.59,2012
Albion,Dnipropetrovsk,CPH-2000,46974.85,2012
Albion,Dnipropetrovsk,CPH-2000,46974.85,2012
Albion,Dnipropetrovsk,CPH-2000,46974.85,2012
Albion,Dnipropetrovsk,CPH-2000,46974.85,2012
Albion,Dnipropetrovsk,CPH-2000,47587.15,2013
Albion,Dnipropetrovsk,CPH-2000,49051.37,2014
Albion,Dnipropetrovsk,3S-4000F,69277.72,2010
Albion,Dnipropetrovsk,PD8070,29437.2,2008
Albion,Dnipropetrovsk,PD8070,29437.2,2008
Albion,Dnipropetrovsk,PD8070,30300.8,2010
Albion,Dnipropetrovsk,PD8070,30300.8,2010
Albion,Dnipropetrovsk,PD8070,30300.8,2010
Albion,Dnipropetrovsk,PD8070,30768.33,2011
Albion,Dnipropetrovsk,PD8070,30768.33,2011
Albion,Dnipropetrovsk,PD8070,30768.33,2011
Albion,Dnipropetrovsk,PD8070,30768.33,2011
Albion,Dnipropetrovsk,PD8070,30768.33,2011
Albion,Dnipropetrovsk,PD8070,30830.15,2012
Albion,Dnipropetrovsk,PD8070,30830.15,2012
Albion,Dnipropetrovsk,3329DH,34550.8,2011
Albion,Dnipropetrovsk,3329DH,35007.7,2011
Albion,Dnipropetrovsk,3326DH,32043.7,2013
Albion,Dnipropetrovsk,3326DH,32043.7,2013
Albion,Dnipropetrovsk,NTA907,90895.98,2011
Albion,Dnipropetrovsk,YP4025F,95482.2,2011
Albion,Dnipropetrovsk,NTA907,93653.95,2012
Albion,Dnipropetrovsk,YP825A,32475.54,2013
Albion,Dnipropetrovsk,NTA907,93841.15,2012
Albion,Dnipropetrovsk,YP825A,30592.9,2012
Albion,Dnipropetrovsk,YP4025F,93616.15,2011
Albion,Dnipropetrovsk,NTA907,103449.45,2012
Albion,Dnipropetrovsk,YP825A,30592.9,2012
Albion,Dnipropetrovsk,YP825A,30665.7,2012
Albion,Dnipropetrovsk,YP825A,32475.54,2013
Albion,Dnipropetrovsk,YP825A,32475.54,2013
Albion,Dnipropetrovsk,NTA907,106391.31,2014
Albion,Dnipropetrovsk,YP825A,31534.22,2014
Albion,Dnipropetrovsk,YP825A,31534.22,2014
Albion,Dnipropetrovsk,YP825A,31534.22,2014
Albion,Dnipropetrovsk,YP825A,31534.22,2014
Albion,Dnipropetrovsk,YP1630F,86093.8,2012
Albion,Dnipropetrovsk,CTA4000HD,108987.54,2011
Albion,Dnipropetrovsk,PD8070,29437.2,2008
Albion,Dnipropetrovsk,PD8070,29437.2,2008
Albion,Dnipropetrovsk,3S-4000F,74637.48,2010
Albion,Dnipropetrovsk,3S4000HDF,63429.72,2008
Albion,Dnipropetrovsk,CPH-2000,47587.15,2013
Albion,Dnipropetrovsk,CPH-2000,47587.15,2013
Albion,Dnipropetrovsk,NTA3510,110610.7,2009
Albion,Dnipropetrovsk,PD8070,29437.2,2008
Albion,Dnipropetrovsk,PD8070,29437.2,2008
Amaco,Dnipropetrovsk,PFH-2000,43809.48,2008
Amaco,Dnipropetrovsk,3S4000HDF,88538.78,2008
Amaco,Dnipropetrovsk,CPH-2000,49142.92,2011
Amaco,Dnipropetrovsk,3S-4000F,73810.6,2011
Amaco,Dnipropetrovsk,3S-4000F,84252.86,2012
Agroresurs,Dnipropetrovsk,PD8070,29437.2,2010
Agroresurs,Dnipropetrovsk,CPH-2000,46961.48,2010
Agroresurs,Dnipropetrovsk,CPH-2000,46961.48,2010
Agroresurs,Dnipropetrovsk,3S4000HDF,82987.88,2010
Agroresurs,Dnipropetrovsk,CPH-2000,48369.76,2010
Agroresurs,Dnipropetrovsk,3S-3000F,57808.84,2011
Agroresurs,Dnipropetrovsk,8544FCC,45738,2011
Agroresurs,Dnipropetrovsk,YP4025F,95056.46,2011
Agroresurs,Dnipropetrovsk,8539FCC,42472.98,2011
Agroresurs,Dnipropetrovsk,CPH-2000,49783.48,2012
Agroresurs,Dnipropetrovsk,3S-4000F,80692.88,2012
Agroresurs,Dnipropetrovsk,CPH-1500,40980.88,2012
Agroresurs,Dnipropetrovsk,YP825A,30592.9,2012
Agroresurs,Dnipropetrovsk,CPH-1500,38560.6,2012
Agroresurs,Dnipropetrovsk,8548FCC,47351.85,2012
Agroresurs,Dnipropetrovsk,PD8070,30830.15,2012
Agroresurs,Dnipropetrovsk,CPH-1500,40980.88,2013
Agroresurs,Dnipropetrovsk,YP825A,33160.88,2013
Agroresurs,Dnipropetrovsk,YP1630F,87717.28,2013
Slavutych,Dnipropetrovsk,YP4025F,95390.4,2011
Slavutych,Dnipropetrovsk,YP4025F,95390.4,2011
Slavutych,Dnipropetrovsk,YP4025F,95390.4,2011
Slavutych,Dnipropetrovsk,PD8070,30300.8,2011
Slavutych,Dnipropetrovsk,PD8070,30300.8,2011
Slavutych,Dnipropetrovsk,PD8070,30300.8,2011
Slavutych,Dnipropetrovsk,PD8070,30300.8,2011
Slavutych,Dnipropetrovsk,PD8070,30300.8,2011
Slavutych,Dnipropetrovsk,PD8070,30300.8,2011
Slavutych,Dnipropetrovsk,PD8070,30300.8,2011
Slavutych,Dnipropetrovsk,YP1630F,87418.32,2012
GPU,Dnipropetrovsk,3000TM,54389.94,2015
Titan,Dnipropetrovsk,PD8070," 32,973.20 ",2014
Titan,Dnipropetrovsk,3S-3000F,66426.89,2015
Eridon,Dnipropetrovsk,CPH-2000,47853.44,2015
Technotorg,Dnipropetrovsk,CPH-2000,48381.3,2014
Albion,Donetsk,CPH-2000,40748.32,2008
Albion,Donetsk,CPH-2000,40748.32,2008
Albion,Donetsk,CPH-2000,40748.32,2008
Albion,Donetsk,CPH-2000,40748.32,2008
Albion,Donetsk,CPH-2000,40748.32,2008
Albion,Donetsk,CPH-2000,47385.8,2009
Albion,Donetsk,CPH-2000,47385.8,2009
Albion,Donetsk,CPH-2000,47385.8,2009
Albion,Donetsk,CPH-2000,42647.4,2009
Albion,Donetsk,CPH-2000,42647.4,2009
Albion,Donetsk,CPH-2000,50515.59,2012
Albion,Donetsk,CPH-2000,47587.15,2013
Albion,Donetsk,8544FC,35691.16,2008
Albion,Donetsk,8541FC,35691.16,2008
Albion,Donetsk,8541FC,35691.16,2008
Albion,Donetsk,8541FC,35811.05,2008
Albion,Donetsk,8541FC,35811.05,2008
Albion,Donetsk,6537FC,37749.52,2009
Albion,Donetsk,8544FC,40485.84,2010
Albion,Donetsk,8544FCC,39573.96,2010
Albion,Donetsk,8539FCC,37090.6,2011
Albion,Donetsk,8539FCC,40045.88,2011
Albion,Donetsk,8539FCC,40045.88,2011
Albion,Donetsk,8544FCC,45111.95,2012
Albion,Donetsk,8544FCC,45111.95,2012
Albion,Donetsk,8544FCC,45111.95,2012
Albion,Donetsk,8544FCC,45111.95,2012
Albion,Donetsk,8544FCC,45518.85,2013
Albion,Donetsk,8544FCC,45518.85,2013
Albion,Donetsk,CPH-2000,50566.07,2010
Albion,Donetsk,CPH-2000,48333.72,2010
Albion,Donetsk,CPH-2000,49783.48,2011
Albion,Donetsk,CPH-2000,47587.15,2013
Albion,Donetsk,CPH-2000,49051.37,2014
Albion,Donetsk,CPH-2000,48333.72,2010
Albion,Donetsk,3S4000HDF,69089.36,2008
Albion,Donetsk,YP2425F,113163.05,2012
Albion,Donetsk,PD8070,30768.33,2011
Albion,Donetsk,PD8070,30830.15,2012
Albion,Donetsk,PD8070,23234.93,2014
Albion,Donetsk,3326DH,32043.7,2012
Albion,Donetsk,NTA907,90895.98,2011
Albion,Donetsk,YP4025F,95482.2,2010
Albion,Donetsk,NTA907,93653.95,2012
Albion,Donetsk,YP4025F,93616.15,2011
Albion,Donetsk,YP4025F,93616.15,2011
Albion,Donetsk,NTA907,103449.45,2012
Albion,Donetsk,NTA907,103215.45,2013
Albion,Donetsk,NTA907,103215.45,2013
Albion,Donetsk,YP825A,31534.22,2014
Albion,Donetsk,YP1630F,90254.36,2013
Albion,Donetsk,3S-3000F,57534.1,2012
Albion,Donetsk,NTA3510,94956.06,2008
Albion,Donetsk,PD8070,29437.2,2008
Albion,Donetsk,3S-4000F,76877.4,2011
Albion,Donetsk,3329DH,33544.4,2010
Albion,Donetsk,NTA3510,115715.8,2008
Albion,Donetsk,NTA3510,94956.06,2008
Albion,Donetsk,PD8070,29437.2,2008
Albion,Donetsk,NTA3510,94956.06,2008
Albion,Donetsk,PD8070,29437.2,2008
Albion,Donetsk,PD8070,29437.2,2008
Albion,Donetsk,NTA3510,110610.7,2009
Amaco,Donetsk,3S4000HDF,88538.78,2008
Amaco,Donetsk,NTA3510,132522.38,2008
Amaco,Donetsk,NTA3510,132522.38,2008
Amaco,Donetsk,NTA3510,132522.38,2008
Amaco,Donetsk,CPH-2000,49142.92,2011
Amaco,Donetsk,CPH-2000,47729.2,2011
Amaco,Donetsk,NTA907,102298.93,2012
Amaco,Donetsk,3S-4000F,84252.86,2012
Agroresurs,Donetsk,NTA907,89413.88,2010
Agroresurs,Donetsk,CPH-2000,46961.48,2010
Agroresurs,Donetsk,PD8070,30304.88,2010
Agroresurs,Donetsk,CPH-2000,49783.48,2011
Agroresurs,Donetsk,CPH-2000,49783.48,2011
Agroresurs,Donetsk,CPH-2000,49783.48,2011
Agroresurs,Donetsk,YP825A,30592.9,2012
Agroresurs,Donetsk,8548FCC,47351.85,2012
Agroresurs,Donetsk,YP825A,33160.88,2013
Slavutych,Donetsk,YP2425,112497.66,2013
GPU,Donetsk,3000TM,48340.48,2014
GPU,Donetsk,2400TM,42799.02,2015
Eridon,Donetsk,2400TT,37066.4,2012
GPU,Ivano-Frankivsk,3000TM,54389.94,2015
GPU,Ivano-Frankivsk,3000TM,54531.18,2015
Albion,Kharkiv,CPH-2000,40748.32,2008
Albion,Kharkiv,CPH-2000,40748.32,2008
Albion,Kharkiv,CPH-2000,40748.32,2008
Albion,Kharkiv,CPH-2000,40748.32,2008
Albion,Kharkiv,CPH-2000,48333.72,2010
Albion,Kharkiv,TSF-1090,33154.76,2008
Albion,Kharkiv,TSF-1090,33154.76,2008
Albion,Kharkiv,NTA3510,94956.06,2008
Albion,Kharkiv,TSF-1090,34793.56,2011
Albion,Kharkiv,8544FC,35691.16,2008
Albion,Kharkiv,8544FC,35691.16,2008
Albion,Kharkiv,8544FC,44663.08,2009
Albion,Kharkiv,8544FC,44663.08,2009
Albion,Kharkiv,8544FC,44663.08,2009
Albion,Kharkiv,8544FC,40485.84,2010
Albion,Kharkiv,8539FCC,41829.45,2012
Albion,Kharkiv,8544FCC,45518.85,2013
Albion,Kharkiv,CPH-2000,21964,2008
Albion,Kharkiv,CPH-2000,49783.48,2011
Albion,Kharkiv,CPH-2000,49783.48,2011
Albion,Kharkiv,CPH-2000,47587.15,2012
Albion,Kharkiv,CPH-2000,50515.59,2012
Albion,Kharkiv,CPH-2000,49051.37,2014
Albion,Kharkiv,CPH-2000,49051.37,2014
Albion,Kharkiv,CPH-2000,42647.4,2009
Albion,Kharkiv,NTA3510,94956.06,2008
Albion,Kharkiv,NTA3510,94956.06,2008
Albion,Kharkiv,YP2425,123632.6,2011
Albion,Kharkiv,NTA3510,94956.06,2008
Albion,Kharkiv,3S-4000F,72442.26,2011
Albion,Kharkiv,YP4025F,86139.7,2010
Albion,Kharkiv,PD8070,30300.8,2010
Albion,Kharkiv,PD8070,30768.33,2011
Albion,Kharkiv,PD8070,30768.33,2011
Albion,Kharkiv,PD8070,30768.33,2011
Albion,Kharkiv,PD8070,30830.15,2012
Albion,Kharkiv,PD8070,30830.15,2014
Albion,Kharkiv,PD8070,30830.15,2014
Albion,Kharkiv,NTA907,90895.98,2011
Albion,Kharkiv,YP4025F,93616.15,2011
Albion,Kharkiv,YP825A,30592.9,2012
Albion,Kharkiv,YP4025F,93616.15,2011
Albion,Kharkiv,YP4025F,93616.15,2011
Albion,Kharkiv,YP4025F,93616.15,2011
Albion,Kharkiv,YP4025F,93616.15,2011
Albion,Kharkiv,YP1630F,90254.36,2013
Albion,Kharkiv,NTA3510,94956.06,2008
Albion,Kharkiv,3S-4000F,69277.72,2011
Albion,Kharkiv,3S-4000F,74637.48,2010
Albion,Kharkiv,NTA3510,110610.7,2009
Albion,Kharkiv,CPH-2000,42647.4,2009
Albion,Kharkiv,CPH-2000,42647.4,2009
Albion,Kharkiv,NTA3510,110610.7,2009
Albion,Kharkiv,NTA3510,94956.06,2008
Albion,Kharkiv,PD8070,29437.2,2008
Albion,Kharkiv,NTA3510,94956.06,2008
Amaco,Kharkiv,3S4000HDF,88538.78,2008
Amaco,Kharkiv,3S4000HDF,88538.78,2008
Amaco,Kharkiv,NTA3510,132522.38,2008
Amaco,Kharkiv,CPH-2000,47729.2,2011
Amaco,Kharkiv,NTA907,90895.98,2011
Amaco,Kharkiv,NTA907,90895.98,2011
Amaco,Kharkiv,NTA907,102298.93,2012
Amaco,Kharkiv,CPH-2000,52756.37,2012
Amaco,Kharkiv,CPH-2000,52756.37,2012
Amaco,Kharkiv,PD8070,33676.01,2012
Amaco,Kharkiv,YP1630F,91391.88,2013
Amaco,Kharkiv,PFH-2000,52871.57,2013
Amaco,Kharkiv,NTA3510,135813.16,2013
Agroresurs,Kharkiv,8544FCC,45738,2011
Agroresurs,Kharkiv,YP4025F,95056.46,2011
Agroresurs,Kharkiv,PD8070,30830.15,2012
Agroresurs,Kharkiv,PD8070,30830.15,2012
GPU,Kharkiv,NTA3510,129952.01,2008
GPU,Kharkiv,PD8070,26839.8,2010
GPU,Kharkiv,PD8070,26839.8,2010
GPU,Kharkiv,PD8070,26839.8,2010
GPU,Kharkiv,YP4025,85817.92,2010
Technotorg,Kharkiv,PD8070,31929.48,2014
Technotorg,Kharkiv,CPH-2000,48381.3,2014
Eridon,Kharkiv,CPH-2000,46961.48,2010
Eridon,Kharkiv,PD8070,30300.8,2010
Eridon,Kharkiv,PD8070,31241.78,2011
Eridon,Kharkiv,PD8070,31241.78,2011
Eridon,Kharkiv,CPH-2000,49783.48,2012
Eridon,Kharkiv,CPH-2000,49783.48,2012
Eridon,Kharkiv,8544FCC,45045,2012
Eridon,Kharkiv,PFH-2000,52019.32,2013
Eridon,Kharkiv,YP1630F,88907.28,2013
Eridon,Kharkiv,PDH-2000,50489.34,2013
Eridon,Kharkiv,PDH-2000,50489.34,2013
Eridon,Kharkiv,FH6851HD,17109.18,2013
Eridon,Kharkiv,CPH-1500,40151.1,2014
Eridon,Kharkiv,CPH-2000,48381.3,2014
Eridon,Kharkiv,PD8070,31929.48,2014
Eridon,Kharkiv,8328DV,37542.12,2014
Eridon,Kharkiv,YP825A,32830.38,2014
Eridon,Kharkiv,YP825A,32830.38,2014
Eridon,Kharkiv,NTA607,76979.76,2014
Eridon,Kharkiv,FH6851HD,17793.6,2014
Eridon,Kharkiv,FH6851HD,17793.6,2014
Eridon,Kharkiv,FH6851HD,17793.6,2014
Albion,Kherson,CPH-2000,40748.32,2008
Albion,Kherson,8544FC,46176.08,2009
Albion,Kherson,8544FC,44663.08,2009
Albion,Kherson,YP2425F,113163.05,2012
Albion,Kherson,YP825A,31534.22,2014
Albion,Kherson,3S-4000F,69277.72,2010
Amaco,Kherson,3S4000HDF,76123.06,2008
Amaco,Kherson,3S4000HDF,88538.78,2008
Amaco,Kherson,CPH-2000,47729.2,2011
Amaco,Kherson,3S-4000F,73810.6,2011
Amaco,Kherson,3S-4000F,88358.47,2014
Agroresurs,Kherson,PD8070,29437.2,2010
Agroresurs,Kherson,CPH-2000,46961.48,2010
Agroresurs,Kherson,3S-4000F,80692.88,2013
Agroresurs,Kherson,YP825A,33160.88,2013
Eridon,Kherson,CPH-2000,47700.9,2012
Eridon,Kherson,CPH-2000,47700.9,2012
Eridon,Kherson,2SF30,51200.16,2014
Albion,Khmelnytskyy,6537FC,37749.52,2009
Albion,Khmelnytskyy,YP2425F,113163.05,2012
Albion,Khmelnytskyy,NTA907,90895.98,2011
Albion,Khmelnytskyy,3S4010HDF,124125.84,2011
Albion,Khmelnytskyy,3S-4000F,74637.48,2010
Albion,Khmelnytskyy,3S-4000F,74637.48,2010
Albion,Khmelnytskyy,NTA3010,108600.28,2008
Albion,Khmelnytskyy,NTA3510,94956.06,2008
Amaco,Khmelnytskyy,3S4000HDF,88538.78,2008
Amaco,Khmelnytskyy,3S4000HDF,88538.78,2008
Amaco,Khmelnytskyy,CPH-2000,47729.2,2011
Amaco,Khmelnytskyy,PD8070,30666.35,2013
Amaco,Khmelnytskyy,PD8070,30707.3,2013
Amaco,Khmelnytskyy,PD8070,30707.3,2013
Amaco,Khmelnytskyy,PD8070,30707.3,2013
Amaco,Khmelnytskyy,PD8070,30707.3,2013
Amaco,Khmelnytskyy,PD8070,30707.3,2013
Amaco,Khmelnytskyy,PD8070,30707.3,2013
Amaco,Khmelnytskyy,PD8070,30707.3,2013
Agroresurs,Khmelnytskyy,PD8070,30304.88,2010
Agroresurs,Khmelnytskyy,3S-3000F,61150.36,2012
Agroresurs,Khmelnytskyy,8548FCC,47351.85,2012
Agroresurs,Khmelnytskyy,YP1630F,88007.4,2013
Agroresurs,Khmelnytskyy,YP1630F,88007.4,2013
Agroresurs,Khmelnytskyy,YP1630F,88330.12,2013
Agroresurs,Khmelnytskyy,YP1630F,88007.4,2013
Agroresurs,Khmelnytskyy,YP1630F,88007.4,2013
Agroresurs,Khmelnytskyy,YP1630F,88007.4,2013
Agroresurs,Khmelnytskyy,YP1630F,88007.4,2013
Agroresurs,Khmelnytskyy,YP1630F,88330.12,2013
Agroresurs,Khmelnytskyy,YP1630F,88007.4,2013
Agroresurs,Khmelnytskyy,YP1630F,88330.12,2013
Agroresurs,Khmelnytskyy,YP1630F,88007.4,2013
Agroresurs,Khmelnytskyy,YP1630F,88330.12,2013
Agroresurs,Khmelnytskyy,YP1630F,88007.4,2013
Agroresurs,Khmelnytskyy,YP1630F,88007.4,2013
Technotorg,Khmelnytskyy,1300F,18454.92,2014
Eridon,Khmelnytskyy,PD8070,30300.8,2011
Eridon,Khmelnytskyy,PDH-2000,50489.34,2013
Eridon,Khmelnytskyy,3S-4000F,81879.54,2013
Eridon,Khmelnytskyy,3S-4000F,82409.58,2015
Albion,Kirovohrad,CPH-2000,40748.32,2008
Albion,Kirovohrad,CPH-2000,40748.32,2008
Albion,Kirovohrad,CPH-2000,47587.15,2011
Albion,Kirovohrad,CPH-2000,40748.32,2008
Albion,Kirovohrad,CPH-2000,40748.32,2008
Albion,Kirovohrad,CPH-2000,40748.32,2008
Albion,Kirovohrad,CPH-2000,40748.32,2008
Albion,Kirovohrad,CPH-2000,40748.32,2008
Albion,Kirovohrad,NTA3510,94956.06,2008
Albion,Kirovohrad,CPH-2000,47587.15,2011
Albion,Kirovohrad,CPH-2000,47587.15,2013
Albion,Kirovohrad,8544FC,35691.16,2008
Albion,Kirovohrad,8544FC,35691.16,2008
Albion,Kirovohrad,8544FC,35691.16,2008
Albion,Kirovohrad,8544FC,46176.08,2009
Albion,Kirovohrad,8544FC,44663.08,2009
Albion,Kirovohrad,8552DV,75994.76,2011
Albion,Kirovohrad,8539FCC,41829.45,2012
Albion,Kirovohrad,CPH-2000,21964,2008
Albion,Kirovohrad,CPH-2000,21964,2008
Albion,Kirovohrad,CPH-2000,48333.72,2010
Albion,Kirovohrad,CPH-2000,48333.72,2010
Albion,Kirovohrad,CPH-2000,47587.15,2012
